csv_ApplicantFirst,csv_ApplicantMiddle,csv_ApplicantLast,csv_ApplicantStreet,csv_ApplicantCity,csv_ApplicantState,csv_ApplicantStateID,csv_ApplicantZip,csv_ApplicantSSN,csv_ApplicantDOB
H,M,BARTON         JR,10409 116TH STREET SW,TACOMA,WA,59,98498,666-20-4491,8/22/1990
ROBERT,,BANKS          JR,677 S WESTWOOD,IRON MOUNTAIN,MI,30,49802,666-20-4552,8/23/1990
ELIZABETH,A,BRYANT,RR3,DENISON,TX,54,75020,666-20-4594,8/24/1990
MARTHA,J,FREDERICK,UNIVERSITY E,HERSHEY,PA,47,17033,666-20-4675,8/25/1990
VIRGINIA,M,DEPUYDT,787 ENGLISH HOLLY,SAN MARCOS,CA,9,92069,666-20-4700,8/26/1990
GREGGORY,C,BERRETTA,520 RR1,APO,NY,43,09180,666-20-4747,8/27/1990
ROBIN,A,BARDOFF,2716 N FULTON,WHARTON,TX,54,77488,666-20-4769,8/28/1990
HENRY,W,CAREY,132 DEAN,LAKE CATHERINE,AR,6,71901,666-20-4821,8/29/1990
DEBORAH,A,FINDLEY,1350 15TH,FORT LEE,NJ,39,07024,666-20-4858,8/30/1990
MARY,,LLEWELLYN,PO BOX 1934,YADKINVILLE,NC,35,27055,666-20-4865,8/31/1990
FAROUKH,,ASTANI,491 STANFORD,IRVINE,CA,9,92612,666-20-4878,9/1/1990
MONICA,,BRUSCA,423 JOLEE,RICHARDSON,TX,54,75080,666-20-4909,9/2/1990
ROBERT,T,KING,300 2ND,SAINT IGNACE,MI,30,49781,666-20-4988,9/3/1990
MARCIA,,BANKIRER,2010 BALDWIN,MC KEESPORT,PA,47,15132,666-20-5015,9/4/1990
DAWN,L,JANECEK,1351 LOS OLIVOS,LOS OSOS,CA,9,93402,666-20-5047,9/5/1990
TIMOTHY,,BUCCIGROSSI,5092 GATEHOUSE,VIRGINIA BEACH,VA,56,23455,666-20-5052,9/6/1990
FRANCES,V,LOMAX,2701 S 26TH,GRAND FORKS,ND,36,58201,666-20-5176,9/7/1990
BARBARA,T,KREIDER,109 LYLE,GERMANTOWN,WI,60,53022,666-20-5328,9/8/1990
LORRAINE,,DAVIS,5665 N FRESNO,FRESNO,CA,9,93710,666-20-5346,9/9/1990
SANDY,M,CLAPP,10443 51ST NE,LAKOTA,ND,36,58344,666-20-5378,9/10/1990
BOB,,KINDRED,PO BOX 3343,WINNETKA,CA,9,91396,666-20-5404,9/11/1990
MARK,J,BURGESS,1555 RIDGEVIEW,RENO,NV,42,89509,666-20-5405,9/12/1990
RANDY,F,BOOTS,3612 ORDWAY NW,WASHINGTON,DC,12,20016,666-20-5405,9/13/1990
TEIA,L,ISOM,906 S 23RD,NEDERLAND,TX,54,77627,666-20-5455,9/14/1990
RONALD,V,BRIDGES        SR,4643 COLEHERNE,BALTIMORE,MD,27,21229,666-20-5527,9/15/1990
JAYESM,W,CHOKSI,21473 CITRUS,ELMENDORF AFB,AK,3,99506,666-20-5638,9/16/1990
JAMES,,LAWSON,3060 BRENTMOOR,SAINT CHARLES,MO,32,63303,666-20-5686,9/17/1990
KURIEW,,BABU,4113 HIGH CREST,IRVING,TX,54,75061,666-20-5729,9/18/1990
MATHEW,G,DICKINSON,18200 US HIGHWAY 31 N LOT 111,WESTFIELD,IN,22,46074,666-20-5805,9/19/1990
DEBORAH,J,BARKER,7740 I,ELMENDORF AFB,AK,3,99506,666-20-5849,9/20/1990
THOMAS,E,FAGAN,2700 7TH S,BIRMINGHAM,AL,4,35233,666-20-5890,9/21/1990
CLAUDE,D,CARPENTIE,1316 W LANGLEY,RIDGECREST,CA,9,93555,666-20-5984,9/22/1990
JASMATIE,,BIKHARI,18800 LINA,DALLAS,TX,54,75287,666-20-5985,9/23/1990
STEPHEN,D,BOWERS,PO BOX 505,RAGLAND,AL,4,35131,666-20-6049,9/24/1990
MICHAEL,T,BROCKMAN,15512 79TH,HOWARD BEACH,NY,43,11414,666-20-6061,9/25/1990
KIMBERLY,A,BAIRD,3709 LODGE,BIRMINGHAM,AL,4,35216,666-20-6070,9/26/1990
DENISE,D,BEASLEY,147 MONTICELLO,JERSEY CITY,NJ,39,07304,666-20-6102,9/27/1990
JOSEPH,A,DENNEY,1011 BAYSIDE,NEWPORT BEACH,CA,9,92660,666-20-6270,9/28/1990
JAMES,E,BENNETTS,20 BARNES ST A 7,CARRBORO,NC,35,27510,666-20-6281,9/29/1990
DANNY,R,MAYNARD,1712 DORSEY,GREENSBORO,NC,35,27407,666-20-6289,9/30/1990
KAREN,S,HIATT,224 SUPERIOR,DECATUR,GA,16,30030,666-20-6353,10/1/1990
ANNAMARIE,,BEAULIEU,2528 ILLINOIS 145,METROPOLIS,IL,21,62960,666-20-6409,10/2/1990
BOBBY,,MIRACLE        JR,77 DENDRON,BALTIMORE,MD,27,21234,666-20-6437,10/3/1990
PATRICIA,S,BARKLEY,3355 TERRACE,FRESNO,CA,9,93703,666-20-6474,10/4/1990
DIANE,E,BARABAS,7600 E OPAL LAKE,GAYLORD,MI,30,49735,666-20-6483,10/5/1990
MIKE,,HONG,17 HOWARD,BERGENFIELD,NJ,39,07621,666-20-6500,10/6/1990
STACEY,R,BOOTH,PO BOX 4211,VICTORIA,TX,54,77903,666-20-6508,10/7/1990
ANNIE,M,BOONE,3041 CIOUSL,MESQUITE,TX,54,75150,666-20-6556,10/8/1990
KATHRYN,V,BARNICK,47 MOORE,THOMASTON,GA,16,30286,666-20-6677,1/2/1990
DONNA,M,BURROW,936 SHIVE LOT 126,BOWLING GREEN,KY,24,42103,666-20-6726,1/3/1990
DEBBIE,,BAIRD,1306 HYDE,SAN FRANCISCO,CA,9,94109,666-20-6731,1/4/1990
KAREN,K,KING,6001 MOON NE,ALBUQUERQUE,NM,40,87111,666-20-6746,1/5/1990
CATHLEEN,H,DIMOLA,52743 KIOWA,FORT HOOD,TX,54,76544,666-20-6750,1/6/1990
TERRY,L,BRIDGES,696 S DRAKE,KALAMAZOO,MI,30,49009,666-20-6802,1/7/1990
JAMES,L,GAMBLE,5509 77TH NW,GIG HARBOR,WA,59,98335,666-20-6833,1/8/1990
JAYESM,,CHOSKI,24334 DAISY,ANCHORAGE,AK,3,99506,666-20-6834,1/9/1990
TERESA,A,HERSH,7933 WICKFIELD,INDIANAPOLIS,IN,22,46256,666-20-6860,1/10/1990
JANICE,M,GGOUDEAU,524 PROSPER,FRISCO,TX,54,75034,666-20-6861,1/11/1990
NANCY,,BEVERE,1702 CREEKSIDE,SUGAR LAND,TX,54,77478,666-20-6938,1/12/1990
ISAIAH,N,JOHUSON,203 COPLEY,LEXINGTON,NC,35,27292,666-20-7012,1/13/1990
ROCCO,,JARNI,2420 EMORY,MYRTLE BEACH,SC,51,29577,666-20-7038,1/14/1990
DEBRA,M,LOMAX,331 E CHOCOLAY,MUNISING,MI,30,49862,666-20-7084,1/15/1990
EMIR,H,HACIOGLU,311 ASTOR,ALLEN,TX,54,75002,666-20-7089,1/16/1990
ALYSON,H,BONAZOGLIA,5030 MEADOW PLACE,LA PORTE,TX,54,77571,666-20-7121,1/17/1990
WALTER,,BOYD           JR,188 WHITE CAP,NEWPORT COAST,CA,9,92657,666-20-7154,1/18/1990
JEROME,J,BISIG,7814 SUNRAY,SAINT LOUIS,MO,32,63123,666-20-7176,1/19/1990
JO,A,BERNSEN,566 SERENITY,ODENTON,MD,27,21113,666-20-7180,1/20/1990
D,A,BANKS,2802 38 1/2 S,FARGO,ND,36,58104,666-20-7185,1/21/1990
TRESSA,,BRYANT,424 11TH,JACKSONVILLE,FL,14,32215,666-20-7260,1/22/1990
TEJAL,N,DESAI,3440 BOULDER PARK SW,ATLANTA,GA,16,30331,666-20-7304,1/23/1990
WANDA,,LANDRUM,1216 S 17TH,OZARK,MO,32,65721,666-20-7317,1/24/1990
TRACY,L,FRIEDMAN,5837 COVE LANDING,BURKE,VA,56,22015,666-20-7328,1/25/1990
RONALD,L,BEARDSLEY,6111 VALLEY VINE,SAN ANTONIO,TX,54,78250,666-20-7339,1/26/1990
JOSEPH,,BUTRYN         JR,518 UNIT 23725 BOX 518,APO,AE,2,09034,666-20-7349,1/27/1990
LOUISE,,BRASILE,14850 WADKINS,LOS ANGELES,CA,9,90000,666-20-7358,1/28/1990
NATALIE,A,BLACK,46 E 41ST,COVINGTON,KY,24,41015,666-20-7378,1/29/1990
VERUM,D,MITCHELL,65 2ND,RARITAN,NJ,39,08869,666-20-7389,1/30/1990
ALEXANDER,,KHERILINSKY,521 CARAVACA,GARLAND,TX,54,75043,666-20-7453,1/31/1990
JANE,,FITZGERALD,4835 N CEDAR,FRESNO,CA,9,93726,666-20-7473,2/1/1990
JAMES,,BISHOP,555 WISP CREEK,BAILEY,CO,10,80421,666-20-7497,2/2/1990
MARY,J,MAXIE,256 COMMERCE,PEACHTREE CITY,GA,16,30269,666-20-7502,2/3/1990
KIMBERLY,A,BALES,2001 3RD E,WEST FARGO,ND,36,58078,666-20-7635,2/4/1990
HENRY,M,GONZALEZ,940 NEVADA OVAL A,PLATTSBURGH,NY,43,12901,666-20-7684,2/5/1990
ROB,,GOSNEY,1 RR331,DELBARTON,WV,61,25670,666-20-7730,2/6/1990
WILLIAM,E,HEANER,59A RR1,FLANDREAU,SD,52,57028,666-20-7743,2/7/1990
DONNIE,,BOREL          JR,PO BOX 53,CHEYNEY,PA,47,19319,666-20-7758,2/8/1990
WILLIAM,O,BRAY,83 WOODLAND,SAN RAFAEL,CA,9,94901,666-20-7778,2/9/1990
SHIRLEY,B,BLADES,2804 CACTUS,KILLEEN,TX,54,76542,666-20-7850,2/10/1990
CONSTANCE,D,BANCHEAU,1032 RUSSELL,COVINGTON,KY,24,41011,666-20-7866,2/11/1990
KATHY,R,KLINK,2602 E MAIN,MESA,AZ,8,85213,666-20-7894,2/12/1990
JAEL,A,CASTANEDA,PO BOX 233,BELLE VERNON,PA,47,15012,666-20-7943,2/13/1990
CARLA,,BONHAM,10 NEW DOSKERTY,WESTMILFORD,NJ,39,07480,666-20-7948,2/14/1990
FABRICE,,BERNABE,1215 E LEMON,TEMPE,AZ,8,85281,666-20-7983,2/15/1990
MARY,J,BROWN,2675 11TH,OAKLAND,CA,9,94606,666-20-8014,2/16/1990
ETHEL,M,BALDWIN,4808 HAVERWOOD,DALLAS,TX,54,75287,666-20-8015,2/17/1990
RAY,,BENAC,508 W 9TH,HEARNE,TX,54,77859,666-20-8057,2/18/1990
ANTHONY,T,BLASI,1841 POSEY,CONCORD,CA,9,94519,666-20-8119,2/19/1990
DENNIS,J,HENDRICKSON,PO BOX 411242,LOS ANGELES,CA,9,90041,666-20-8140,2/20/1990
WILLIAM,R,ENDERS,305 GLADE,WALKERSVILLE,MD,27,21793,666-20-8320,2/21/1990
CALTON,E,HEBARD,2334 BUENA VISTA,SWISSVALE,PA,47,15218,666-20-8364,2/22/1990
LATONYA,D,BRYANT,352 ORANGE,MOUNTAIN VIEW,CA,9,94043,666-20-8372,2/23/1990
TIMOTHY,,BRILL,3954 N STORY,IRVING,TX,54,75038,666-20-8404,2/24/1990
JAMES,R,BARRETT,PO BOX 347,KERRVILLE,TX,54,78029,666-20-8409,2/25/1990
CHRIS,A,HENDERSON,42 HURLETON,OROVILLE,CA,9,95966,666-20-8419,2/26/1990
ROBIN,A,BARDROF,414 S 2ND,PRINCETON,IN,22,47670,666-20-8526,2/27/1990
WANDA,R,BRYANT,9600 SYLMAR,PANORAMA CITY,CA,9,91402,666-20-8596,2/28/1990
G,A,BEALS,2911 PINESWEPT,PASADENA,TX,54,77503,666-20-8735,3/1/1990
JUDITH,A,BEAM,210 CALEB SULFRIDGE,CORBIN,KY,24,40701,666-20-8785,3/2/1990
JEFFREY,A,BAKER,126 CADY,LUDLOW,MA,26,01056,666-20-8820,3/3/1990
JACKIE,L,COMES,512 1/2 WILDERNESS,MIDDLESBORO,KY,24,40965,666-20-8828,3/4/1990
BETTY,J,ELIYAS,550 COLUMBIA,ARLINGTON,VA,56,22204,666-20-8833,3/5/1990
JEANNETTE,,BARTLET,427 ELMWOOD,MAPLEWOOD,NJ,39,07040,666-20-8834,3/6/1990
SUZANNE,L,MARSHALL,311 N 6TH,CRYSTAL FALLS,MI,30,49920,666-20-8872,3/7/1990
WANDA,R,CARR,PO BOX 506,PLAINFIELD,NJ,39,07061,666-20-9001,3/8/1990
RODNEY,J,DAWSON,4323 MCKEE,LATONIA,KY,24,41015,666-20-9157,3/9/1990
JANET,,LAZENBY,1745L LIMERICK,VIDOR,TX,54,77662,666-20-9248,3/10/1990
DONALD,B,LYTLE,307 S 9TH,NOBLESVILLE,IN,22,46060,666-20-9298,3/11/1990
BORIS,A,BEJARANO,229 RR3,MANCHESTER,KY,24,40962,666-20-9327,3/12/1990
YVIE,,BONNY,252 STATE,ALBANY,NY,43,12210,666-20-9376,3/13/1990
LAURA,M,BENDER,4484 GARDEN,FRESNO,CA,9,93726,666-20-9391,3/14/1990
WILLIAM,D,BROWN,1200 E LAMAR,ARLINGTON,TX,54,76011,666-20-9509,3/15/1990
DEAN,A,BURCHFIELD     JR,1249 W KNICKERBOCKER,SUNNYVALE,CA,9,94087,666-20-9559,3/16/1990
THOMAS,M,JACKSON,32 SUNSET,LUNENBURG,MA,26,01462,666-20-9585,3/17/1990
DONNA,L,BROWN,426 WOOD,WESTMOUNT QUEBE,CA,9,90000,666-20-9759,3/18/1990
KATHY,,KINGMA,12800 WOODFOREST,HOUSTON,TX,54,77015,666-20-9775,3/19/1990
BEATRICE,W,BELLOMY,309 VISTA,GARLAND,TX,54,75041,666-20-9789,3/20/1990
BRIAN,,BERESZNEIWICZ,15902 BEECH DALY,REDFORD,MI,30,48239,666-20-9812,3/21/1990
ETHEL,,BALDWIN,215 ROSE,ANDERSON,IN,22,46012,666-20-9847,3/22/1990
DENISE,M,CALDWELL,725 S WELLS,CHICAGO,IL,21,60607,666-20-9854,3/23/1990
TORDA,L,GRIMSLEY,3862 FRANKLIN,ASTORIA,OR,46,97103,666-20-9950,3/24/1990
CRAIG,,BRADENBURG,1901 BERGENLINE,UNION CITY,NJ,39,07087,666-20-9994,3/25/1990
LEONARD,,BEARISON,8307 NAPOLEON ZION,DRY RIDGE,KY,24,41035,666-21-0257,3/26/1990
JEANNE,,FLICKINGER,219A RR2,DECATUR,AL,4,35603,666-21-0270,3/27/1990
BRICE,J,MILLER,3009 IRA YOUNG,TEMPLE,TX,54,76504,666-21-0573,3/28/1990
STEVEN,,BANKHEAD,400 COOKE,NOCONA,TX,54,76255,666-21-0576,3/29/1990
SANDRA,,BROOKS,111 TEAKWOOD,ROCKWALL,TX,54,75087,666-21-0580,3/30/1990
RICHARD,L,BOWDLE         JR,930 S RIVER,MARSHFIELD,MA,26,02050,666-21-0637,3/31/1990
DAVID,,BLAND,6707 VAIL,WESTMONT,IL,21,60559,666-21-0664,4/1/1990
REGINA,M,LEVIN,1119 ELK,CARROLLTON,TX,54,75007,666-21-0754,4/2/1990
PAMELA,,FELTNER,713 EDGEWATER,SALISBURY,MD,27,21804,666-21-0766,4/3/1990
TERRY,R,FYFFE,2509 ADKINS,YANKTON,SD,52,57078,666-21-0818,4/4/1990
FLOR,H,CERRUD,102 RR4,ROCKWALL,TX,54,75087,666-21-0836,4/5/1990
KARON,,MCCOLLUM,4384 CRIMSON E,INDIANAPOLIS,IN,22,46227,666-21-0911,4/6/1990
ROBERT,E,BAKER,219 HICKORY,RIVERDALE,GA,16,30274,666-21-0982,4/7/1990
RICHARD,,GILL,1161 WOODS MILL,CHESTERFIELD,MO,32,63017,666-21-1019,4/8/1990
KATHERINE,S,BALL,1642 FEATHERBROOK,DALLAS,TX,54,75243,666-21-1112,4/9/1990
TRACY,A,LANDSMAN,499 BEAUMONT,BALTIMORE,MD,27,21212,666-21-1162,4/10/1990
IDA,L,HENDON,343 GROVE,JERSEY CITY,NJ,39,07302,666-21-1251,4/11/1990
M,,HERNANDEZ,8 E PLEASANT,BALTIMORE,MD,27,21202,666-21-1263,4/12/1990
STANLEY,E,MILES          JR,6882 W IDA,LITTLETON,CO,10,80123,666-21-1322,4/13/1990
LARRY,W,BASS,29 STERN,JERSEY CITY,NJ,39,07306,666-21-1552,4/14/1990
SUSAN,B,BATTS,10 C INDIAN,NORTHPORT,AL,4,35476,666-21-1768,4/15/1990
APRIL,A,HERD,506 VALLEY VIEW APARTMENT,CORBIN,KY,24,40701,666-21-1779,4/16/1990
ANTONETTE,,FOULKES,3710 VALLEY VIEW,IRVING,TX,54,75062,666-21-1804,4/17/1990
BONNIE,,MACEJKA,11 NEWARK,WARREN,NJ,39,07059,666-21-1880,4/18/1990
BELINDA,,BASHETTE,302 SOAPSTONE,BALDWIN,GA,16,30511,666-21-1909,4/19/1990
EDW,,BAUER          SR,16 BRAEN,HAWTHORNE,NJ,39,07506,666-21-1930,4/20/1990
STANLEY,W,CHAPMAN,1 RR,GLENVILLE,GA,16,30427,666-21-2003,4/21/1990
ANTHONY,,BIANCO,2720 OSSA WINTHA,BIRMINGHAM,AL,4,35243,666-21-2024,4/22/1990
CHEYENNE,,BROUSSARD,1255 N AVE B A 6 E,NEW ROCHELLE,NY,43,10804,666-21-2233,4/23/1990
RAMON,S,DE MARK,1145 BARDOT,SAINT CLAIR,MO,32,63077,666-21-2346,4/24/1990
PETER,B,BECK,1330 ATLAS,RAPID CITY,SD,52,57701,666-21-2400,4/25/1990
CHARLES,,BOEHL,9600 ROYAL,DALLAS,TX,54,75243,666-21-2405,4/26/1990
SUSAN,M,DUNN,2030 11TH S,BIRMINGHAM,AL,4,35205,666-21-2418,4/27/1990
KIMBERLY,Y,JONES,4026 N PRISCILLA,INDPLS,IN,22,46226,666-21-2437,4/28/1990
CHARLES,,MALLORY,661 HIGHWAY 9,WILSONVILLE,AL,4,35186,666-21-2508,4/29/1990
JAN,,BOTKIN,608 THE HEIGHTS,FORT WORTH,TX,54,76112,666-21-2769,4/30/1990
BROOKE,,BELTON,238 BEN LACY,GUN BARREL CITY,TX,54,75147,666-21-2810,5/1/1990
SUZANA,,DE BLOCK,1101 GYPSUM,SALINA,KS,23,67401,666-21-2815,5/2/1990
KENNETH,A,BARHITTE,1809 W,PHOENIX,AZ,8,85007,666-21-2861,5/3/1990
JONATHAN,R,BURDICK,8000 WATERS,SAVANNAH,GA,16,31406,666-21-2922,5/4/1990
JULIANE,A,BARRY,320 N 12TH,BISMARCK,ND,36,58501,666-21-3069,5/5/1990
DESHEIL,D,GOEMAAT,4595 OLD EKRON,EKRON,KY,24,40117,666-21-3137,5/6/1990
MARY,,COWANS,841 E 4TH,BOGALUSA,LA,25,70427,666-21-3171,5/7/1990
DANA,S,DILLOW,715 E MINNESOTA,RAPID CITY,SD,52,57701,666-21-3229,5/8/1990
VICKIE,F,MARTIN,6 FRANK E RODGERS N,HARRISON,NJ,39,07029,666-21-3240,5/9/1990
MANUEL,,CAJIGAL,176 HALEDON,PROSPECT PARK,NJ,39,07508,666-21-3272,5/10/1990
QUIS,T,BAKIR,6161 MEMORIAL,TAMPA,FL,14,33615,666-21-3303,5/11/1990
MITRA,,BROWN,3500 SUTHERLAND,KNOXVILLE,TN,53,37919,666-21-3313,5/12/1990
RONALD,,BARNES,1990 N JE TO LAKE EAST,DANVILLE,IN,22,46122,666-21-3527,5/13/1990
ASCENSION,,ERQUIZA,3122 N HARDING,INDIANAPOLIS,IN,22,46208,666-21-3624,5/14/1990
W,P,BENJAMIN       JR,270 BROADMEADOW,MARLBOROUGH,MA,26,01752,666-21-3734,5/15/1990
JOYCE,,DONAHUE,413 MEADOWLARK,GRIFFIN,GA,16,30223,666-21-3873,5/16/1990
ANNE,J,FRITZ,409 PEARL,WOODBRIDGE,NJ,39,07095,666-21-3902,5/17/1990
J,P,MCKIERNAN,404 HARRODSWOOD,FRANKFORT,KY,24,40601,666-21-3964,5/18/1990
SARAH,P,ALLEN,136 HICKORY,FREEPORT,FL,14,32439,666-21-4011,5/19/1990
RENEE,L,MARCELLINO,1007 PORTLAND,BISMARCK,ND,36,58504,666-21-4037,5/20/1990
JANE,R,BRUENING,600 CLAY,WACO,TX,54,76706,666-21-4229,5/21/1990
TONY,R,MERICLE,506 AVENUE X,BIRMINGHAM,AL,4,35214,666-21-4324,5/22/1990
LISA,,BRADSHAW,1735 DESOTO,INDIANAPOLIS,IN,22,46224,666-21-4369,5/23/1990
JENNIFER,,COLEY,625 ELM,BROOKINGS,SD,52,57006,666-21-4403,5/24/1990
KAREN,L,HAAS,3625 DUVAL,AUSTIN,TX,54,78759,666-21-4487,5/25/1990
TYRONICA,,MOODY,1916 FORESTDALE,RICHARDSON,TX,54,75081,666-21-4498,5/26/1990
CARL,,BROWN,7 FERNWOOD,FAYETTEVILLE,GA,16,30214,666-21-4546,5/27/1990
CHARLES,F,MERZ           SR,5570 CABOT N,JACKSONVILLE,FL,14,32244,666-21-4562,5/28/1990
RONNY,L,KLINE          SR,CLARIDGE II 6 K E,VERONA,NJ,39,07044,666-21-4584,5/29/1990
CHARLES,,DACCARDO,7750 BOUVIER,CAMP PENDLETON,MI,30,48023,666-21-4592,5/30/1990
ALLENE,P,CARDENAS,PO BOX 315,ROEBUCK,SC,51,29376,666-21-4593,5/31/1990
ALBERT,,BROWN,2125 E ROSE GARDEN,PHOENIX,AZ,8,85024,666-21-4700,6/1/1990
EILVIA,A,FOULKES,10615 REGIS,INDIANAPOLIS,IN,22,46239,666-21-4733,6/2/1990
DUANE,,BOLYARD,85 DELMOOR NW,ATLANTA,GA,16,30311,666-21-4741,6/3/1990
BARLA,R,BAILEY,152 CLUB,STOCKBRIDGE,GA,16,30281,666-21-4752,6/4/1990
LESLIE,G,MC,300 STONEHILL,FREEHOLD,NJ,39,07728,666-21-4833,6/5/1990
JOAN,E,BURKE,2136 GODWIN SE,GRAND RAPIDS,MI,30,49507,666-21-4893,6/6/1990
VIRGIL,E,BOURN          JR,314 GEFFERIES,N PLAINFIELD,NJ,39,07060,666-21-4925,6/7/1990
ABBIE,V,BROWN,3 POST OAK,GREENVILLE,TX,54,75402,666-21-4954,6/8/1990
TONJA,L,BEBOUT,151 LIBERTY,CLINTON,CT,11,06413,666-21-4961,6/9/1990
SHARON,W,BRADLEY,PO BOX 1501,RED BAY,AL,4,35582,666-21-5052,6/10/1990
FARZANA,,CONSITIS,PO BOX 89,MERMENTAU,LA,25,70556,666-21-5139,6/11/1990
ERNA,T,HOFFMAN,7536 WYDOWN,CLAYTON,MO,32,63105,666-21-5344,6/12/1990
K,K,KATHERINE,291 CHATHAM,HOLLAND,MI,30,49423,666-21-5510,6/13/1990
RONALD,,HAMMOND,327 GROVE,JERSEY CITY,NJ,39,07302,666-21-5617,6/14/1990
AAS,W,MUNDY,1712 BIG MOUNTAIN,BIRMINGHAM,AL,4,35235,666-21-5658,6/15/1990
TERESA,L,BONESTEEL,18800 LINA,DALLAS,TX,54,75287,666-21-5692,6/16/1990
EDGAR,S,BURKE,15422 PALMWAY,HOUSTON,TX,54,77071,666-21-5720,6/17/1990
MARIO,,MERCER,7209 MONTAGUE,AMARILLO,TX,54,79109,666-21-5827,6/18/1990
PHYLLIS,,BENTZEL,3908 REED,FORT WORTH,TX,54,76119,666-21-5914,6/19/1990
RICHARD,J,FROENDHOFF,9222 FIRELOG,DALLAS,TX,54,75243,666-21-5975,6/20/1990
ROBBIE,W,GOSNEY,2024 KNOLLWOOD,CARROLLTON,TX,54,75006,666-21-6064,6/21/1990
TERRY,R,FYFFE,2263 S QUENTIN,AURORA,CO,10,80014,666-21-6135,6/22/1990
FRAZIER,,KRUGG,3829 W 5TH,FORT WORTH,TX,54,76107,666-21-6198,6/23/1990
ESTELA,F,JACKSON,2966 CLANFIELD,FLORISSANT,MO,32,63031,666-21-6238,6/24/1990
STANLEY,W,CHAPMAN,1780 EISENHOWER,AURORA,CO,10,80011,666-21-6359,6/25/1990
ROBERT,M,BARNARD        JR,1714 FISHER,SHARPSBURG,GA,16,30277,666-21-6706,6/26/1990
SCOTT,,LEGORE,3996 KEMPER CITY W,VICTORIA,TX,54,77905,666-21-6707,6/27/1990
GAYNELLE,B,CLARKE,538 BAY,BERLIN,MD,27,21811,666-21-6755,6/28/1990
PATRICIA,J,BULLOCK,866 CREEKSIDE,LEWISVILLE,TX,54,75067,666-21-7042,6/29/1990
ROXANA,L,ALVAREZ,21 RIDGE,ROME,GA,16,30165,666-21-7043,6/30/1990
JO,H,GREEN,701 2ND SW,HANKINSON,ND,36,58041,666-21-7131,7/1/1990
MARK,R,BAKER,204 RR1,POTTSBORO,TX,54,75076,666-21-7162,7/2/1990
DENNIS,J,BALLARD,PO BOX 517,FAIRVIEW,NJ,39,07022,666-21-7226,7/3/1990
THOMAS,,JENNINGS,808 E SANFORD,ARLINGTON,TX,54,76011,666-21-7259,7/4/1990
ART,B,ARNOLD,578 TYUS CARROLLTON,CARROLLTON,GA,16,30117,666-21-7290,7/5/1990
MARK,,BRENNAN,2403 SE 5TH,OCALA,FL,14,34471,666-21-7309,7/6/1990
JUDY,A,IRELAND,8820 RUE MADELEINE,INDIANAPOLIS,IN,22,46226,666-21-7354,7/7/1990
FRED,A,HILL,10661 HACKBERRY,SAINT LOUIS,MO,32,63128,666-21-7439,7/8/1990
KATHY,,BRADLEY,822 1/2 CROIX,NEGAUNEE,MI,30,49866,666-21-7510,7/9/1990
M,M,AJAY,493 CAPISTRANO,GREENWOOD,IN,22,46143,666-21-7595,7/10/1990
CHRISTOPH,L,EDEN,2209 DEARING,LOUISVILLE,KY,24,40204,666-21-7806,7/11/1990
HUGO,,BASTERRECHEA,812 BLUFFCREEK,ARLINGTON,TX,54,76006,666-21-8079,7/12/1990
DEBORAH,,MORSE,214 JEFFERSON,MC KINNEY,TX,54,75069,666-21-8152,7/13/1990
FAYEZ,G,GHATTAS,21913 S GRIFFITH,CHENEY,WA,59,99004,666-21-8172,7/14/1990
ALEXANDER,D,MUIR           JR,234 ARLINGTON,LEXINGTON,KY,24,40508,666-21-8231,7/15/1990
IMOGENE,,MANSEL,115 JOYCE,STEVENSVILLE,MD,27,21666,666-21-8274,7/16/1990
MARIA,A,CHOLINSKY,1241 SHARAZAD,OPA LOCKA,FL,14,33054,666-21-8652,7/17/1990
YVONNE,,BUGAI,5799 HUNTON WOOD,BROAD RUN,VA,56,20137,666-21-8655,7/18/1990
RANDY,A,COMPTON,50 COMMONS,SHREWSBURY,MA,26,01545,666-21-8674,7/19/1990
VERONICA,,BRAZIL,DAWSON HALL 711 LEE DR,JEFFERSON CITY,MO,32,65101,666-21-8815,7/20/1990
CARL,,ALLPHIN,65 GARNET,PAGOSA SPRINGS,CO,10,81147,666-21-8851,7/21/1990
STACEY,J,BURKE,3A GARDEN,WEST LONG BRANC,NJ,39,07764,666-21-8918,7/22/1990
ELEANOR,,D ADAMO,156 RYLE NMSU,KIRKSVILLE,MO,32,63501,666-21-9138,7/23/1990
ROMAN,,BYCZEK,1412 11TH S,BIRMINGHAM,AL,4,35205,666-21-9185,7/24/1990
DOLORES,,DURBANO,683 CORNWALL,TEANECK,NJ,39,07666,666-21-9210,7/25/1990
LUCINDA,C,BONADIO,46 SILVER,MONSON,MA,26,01057,666-21-9230,7/26/1990
CARL,V,BRADSHAW,138 UPPER PALMER,MONSON,MA,26,01057,666-21-9480,7/27/1990
MICHELLE,D,MILLER,1365 N HUDSON,CHICAGO,IL,21,60610,666-21-9580,7/28/1990
DAVID,,BROWN,2 RUMSON,SEA BRIGHT,NJ,39,07760,666-21-9653,7/29/1990
LENA,M,BROCK,405 BRAZOSWOOD,CLUTE,TX,54,77531,666-21-9688,7/30/1990
DONALD,,BREWER,PO BOX 24,JACKSONVILLE,FL,14,32201,666-21-9778,7/31/1990
